partido_o_alianza,candidato_a_la_presidencia,valor,mes,año,encuestadora,medio,codigo_encuesta
NA,Indecisos,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Voto secreto,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Blanco/Nulo,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
MAS-IPSP,Morales,34,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
CC,Mesa,28,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Revilla,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Costas,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Doria Medina,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
21F,Ortiz,8,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
UCS,Cárdenas,1,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
MTS,Patzi,3,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
MNR,Lema,1,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Quiroga,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
PDC,Paz Zamora,1,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
PAN-BOL,Nina,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
FPV,Rodríguez,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Albarracín,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Otros,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,NS/NR,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Blanco,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Ninguno,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Nulo,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,No contesta,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Indecisos,24,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Voto secreto,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
NA,Blanco/Nulo,NA,abril,2019,mercados_y_muestras,pg7,mercados_y_muestras_abril_2019
MAS-IPSP,Morales,38.1,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
CC,Mesa,27.1,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Revilla,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Costas,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Doria Medina,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
21F,Ortiz,8.7,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
UCS,Cárdenas,3.6,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
MTS,Patzi,1.3,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
MNR,Lema,1.9,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Quiroga,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
PDC,Paz Zamora,2.8,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
PAN-BOL,Nina,0.5,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
FPV,Rodríguez,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Albarracín,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Otros,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,NS/NR,16.2,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Blanco,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Ninguno,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Nulo,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,No contesta,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Indecisos,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Voto secreto,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
NA,Blanco/Nulo,NA,mayo,2019,tal_cual,la_razon,tal_cual_mayo_2019
MAS-IPSP,Morales,34,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
CC,Mesa,28,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Revilla,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Costas,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Doria Medina,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
21F,Ortiz,10,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
UCS,Cárdenas,1,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
MTS,Patzi,2,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
MNR,Lema,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Quiroga,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
PDC,Paz Zamora,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
PAN-BOL,Nina,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
FPV,Rodríguez,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Albarracín,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Otros,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,NS/NR,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Blanco,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Ninguno,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Nulo,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,No contesta,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Indecisos,24,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Voto secreto,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
NA,Blanco/Nulo,NA,mayo,2019,mercados_y_muestras,pg7,mercados_y_muestras_mayo_2019
MAS-IPSP,Morales,37,julio,2019,ciesmori,NA,ciesmori_julio_2019
CC,Mesa,26,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Revilla,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Costas,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Doria Medina,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
21F,Ortiz,9,julio,2019,ciesmori,NA,ciesmori_julio_2019
UCS,Cárdenas,3,julio,2019,ciesmori,NA,ciesmori_julio_2019
MTS,Patzi,2,julio,2019,ciesmori,NA,ciesmori_julio_2019
MNR,Lema,1,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Quiroga,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
PDC,Paz Zamora,0.3,julio,2019,ciesmori,NA,ciesmori_julio_2019
PAN-BOL,Nina,1,julio,2019,ciesmori,NA,ciesmori_julio_2019
FPV,Rodríguez,0.3,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Albarracín,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Otros,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,NS/NR,7,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Blanco,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Ninguno,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Nulo,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,No contesta,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Indecisos,NA,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Voto secreto,2,julio,2019,ciesmori,NA,ciesmori_julio_2019
NA,Blanco/Nulo,12,julio,2019,ciesmori,NA,ciesmori_julio_2019
MAS-IPSP,Morales,38.4,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
CC,Mesa,23.6,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Revilla,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Costas,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Doria Medina,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
21F,Ortiz,11.9,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
UCS,Cárdenas,2.6,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
MTS,Patzi,1.9,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
MNR,Lema,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Quiroga,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
PDC,Paz Zamora,1.7,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
PAN-BOL,Nina,0.9,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
FPV,Rodríguez,0.1,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Albarracín,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Otros,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,NS/NR,18.9,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Blanco,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Ninguno,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Nulo,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,No contesta,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Indecisos,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Voto secreto,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
NA,Blanco/Nulo,NA,julio,2019,captura_consulting,pat,captura_consulting_julio_2019
MAS-IPSP,Morales,35,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
CC,Mesa,27,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Revilla,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Costas,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Doria Medina,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
21F,Ortiz,11,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
UCS,Cárdenas,1,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
MTS,Patzi,2,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
MNR,Lema,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Quiroga,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
PDC,Paz Zamora,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
PAN-BOL,Nina,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
FPV,Rodríguez,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Albarracín,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Otros,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,NS/NR,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Blanco,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Ninguno,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Nulo,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,No contesta,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Indecisos,24,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Voto secreto,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
NA,Blanco/Nulo,NA,julio,2019,mercados_y_muestras,Página Siete/Los Tiempos/Asuntos Centrales,mercados_y_muestras_julio_2019
MAS-IPSP,Morales,39.1,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
CC,Mesa,22,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Revilla,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Costas,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Doria Medina,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
21F,Ortiz,9.5,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
UCS,Cárdenas,1.2,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
MTS,Patzi,2.5,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
MNR,Lema,0.4,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Quiroga,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
PDC,Paz Zamora,0.8,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
PAN-BOL,Nina,0.3,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
FPV,Rodríguez,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Albarracín,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Otros,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,NS/NR,10.9,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Blanco,3.5,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Ninguno,9.8,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Nulo,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,No contesta,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Indecisos,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Voto secreto,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
NA,Blanco/Nulo,NA,agosto,2019,viaciencia,Red Uno/ATB/Unitel/Bolivisión/PAT,viaciencia_agosto_2019
MAS-IPSP,Morales,40,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
CC,Mesa,23,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Revilla,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Costas,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Doria Medina,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
21F,Ortiz,11,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
UCS,Cárdenas,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
MTS,Patzi,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
MNR,Lema,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Quiroga,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
PDC,Paz Zamora,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
PAN-BOL,Nina,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
FPV,Rodríguez,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Albarracín,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Otros,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,NS/NR,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Blanco,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Ninguno,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Nulo,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,No contesta,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Indecisos,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Voto secreto,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
NA,Blanco/Nulo,NA,agosto,2019,tal_cual,la_razon,tal_cual_agosto_2019
